Time,Value,Week,1DayAgoValue,1HourAgoValue
2018-04-06 15:00:00,7.421000000089407,4,6.015999999945052,5.578999999910593
2018-04-06 16:00:00,5.570999999996275,4,7.413000000058673,7.421000000089407
2018-04-06 17:00:00,7.429000000003725,4,5.578999999910593,5.570999999996275
2018-04-06 18:00:00,6.586999999941327,4,6.016000000177883,7.429000000003725
2018-04-06 19:00:00,7.413000000058673,4,6.404999999911524,6.586999999941327
2018-04-06 20:00:00,7.0,4,6.586999999941327,7.413000000058673
2018-04-06 21:00:00,6.578999999910593,4,6.413000000058673,7.0
2018-04-06 22:00:00,6.016000000177883,4,6.0,6.578999999910593
2018-04-06 23:00:00,4.404999999911524,4,3.5869999999413267,6.016000000177883
2018-04-07 00:00:00,5.0,5,4.413000000058673,4.404999999911524
2018-04-07 01:00:00,3.5869999999413267,5,3.5869999999413267,5.0
2018-04-07 02:00:00,4.413000000058673,5,4.991999999969266,3.5869999999413267
2018-04-07 03:00:00,3.5869999999413267,5,4.421000000089407,4.413000000058673
2018-04-07 04:00:00,4.991999999969266,5,3.578999999910593,3.5869999999413267
2018-04-07 05:00:00,4.421000000089407,5,4.421000000089407,4.991999999969266
2018-04-07 06:00:00,3.578999999910593,5,3.578999999910593,4.421000000089407
2018-04-07 07:00:00,4.421000000089407,5,4.992000000085682,3.578999999910593
2018-04-07 08:00:00,6.586999999941327,5,6.015999999945052,4.421000000089407
2018-04-07 09:00:00,6.413000000058673,5,4.991999999969266,6.586999999941327
2018-04-07 10:00:00,6.578999999910593,5,7.421000000089407,6.413000000058673
2018-04-07 11:00:00,7.421000000089407,5,5.570999999996275,6.578999999910593
2018-04-07 12:00:00,5.570999999996275,5,7.429000000003725,7.421000000089407
2018-04-07 13:00:00,14.015999999945052,5,6.0,5.570999999996275
2018-04-07 14:00:00,14.413000000058673,5,5.578999999910593,14.015999999945052
2018-04-07 15:00:00,14.578999999910593,5,7.421000000089407,14.413000000058673
2018-04-07 16:00:00,15.421000000089407,5,5.570999999996275,14.578999999910593
2018-04-07 17:00:00,6.595000000088476,5,7.429000000003725,15.421000000089407
2018-04-07 18:00:00,6.975999999907799,5,6.586999999941327,6.595000000088476
2018-04-07 19:00:00,7.429000000003725,5,7.413000000058673,6.975999999907799
2018-04-07 20:00:00,6.586999999941327,5,7.0,7.429000000003725
2018-04-07 21:00:00,7.413000000058673,5,6.578999999910593,6.586999999941327
2018-04-07 22:00:00,5.578999999910593,5,6.016000000177883,7.413000000058673
2018-04-07 23:00:00,4.421000000089407,5,4.404999999911524,5.578999999910593
2018-04-08 00:00:00,3.578999999910593,6,5.0,4.421000000089407
2018-04-08 01:00:00,4.421000000089407,6,3.5869999999413267,3.578999999910593
2018-04-08 02:00:00,3.578999999910593,6,4.413000000058673,4.421000000089407
2018-04-08 03:00:00,4.992000000085682,6,3.5869999999413267,3.578999999910593
2018-04-08 04:00:00,4.429000000003725,6,4.991999999969266,4.992000000085682
2018-04-08 05:00:00,3.5709999999962747,6,4.421000000089407,4.429000000003725
2018-04-08 06:00:00,4.032000000006519,6,3.578999999910593,3.5709999999962747
2018-04-08 07:00:00,4.992000000085682,6,4.421000000089407,4.032000000006519
2018-04-08 08:00:00,6.404999999911524,6,6.586999999941327,4.992000000085682
2018-04-08 09:00:00,6.586999999941327,6,6.413000000058673,6.404999999911524
2018-04-08 10:00:00,7.413000000058673,6,6.578999999910593,6.586999999941327
2018-04-08 11:00:00,6.603000000002794,6,7.421000000089407,7.413000000058673
2018-04-08 12:00:00,4.992000000085682,6,5.570999999996275,6.603000000002794
2018-04-08 13:00:00,9.404999999911524,6,14.015999999945052,4.992000000085682
2018-04-08 14:00:00,6.595000000088476,6,14.413000000058673,9.404999999911524
2018-04-08 15:00:00,6.975999999907799,6,14.578999999910593,6.595000000088476
2018-04-08 16:00:00,8.0,6,15.421000000089407,6.975999999907799
2018-04-08 17:00:00,6.015999999945052,6,6.595000000088476,8.0
2018-04-08 18:00:00,8.0,6,6.975999999907799,6.015999999945052
2018-04-08 19:00:00,6.413000000058673,6,7.429000000003725,8.0
2018-04-08 20:00:00,6.578999999910593,6,6.586999999941327,6.413000000058673
2018-04-08 21:00:00,6.016000000177883,6,7.413000000058673,6.578999999910593
2018-04-08 22:00:00,6.975999999907799,6,5.578999999910593,6.016000000177883
2018-04-08 23:00:00,4.032000000006519,6,4.421000000089407,6.975999999907799
2018-04-09 00:00:00,3.396999999997206,0,3.578999999910593,4.032000000006519
2018-04-09 01:00:00,5.0,0,4.421000000089407,3.396999999997206
2018-04-09 02:00:00,3.5709999999962747,0,3.578999999910593,5.0
2018-04-09 03:00:00,4.032000000006519,0,4.992000000085682,3.5709999999962747
